Papilio;polyxenes F.;Papilionidae;Lep;black swallowtail;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Protographium;philolaus (Boisduval);Papilionidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Pterourus;multicaudata (Kirby) syn;Papilionidae;Lep;;Neotrop;Mexico (Ramos et al 2011);see Papilio;larva
Phalaenidae gen.;;Phalaenidae;Lep;;Neotrop;Brazil (Costa Neto & Ramos 2006);;larva
Catasticta;flisa (H.-S.);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Catasticta;nimbice (Boisduval);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Catasticta;teutila (Doubleday);Pieridae;Lep;;Neotrop;"Mexico (Ramos et al 1998 2011,
DeFoliart 2002)";;larva pupa
Eucheira;socialis Westw.;Pieridae;Lep;;Neotrop;Mexico (Ramos et al 1998 2001,;;larva
Eurema;lisa (B. & LeC.);Pieridae;Lep;;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Eurema;salome jamapa (Reakirt);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Leptophobia;aripa (Boisduval);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Phoebis;agarithe (Boisduval);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Phoebis;philea (L.);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Phoebis;"sennae marcellina
(Cramer)";Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Pieris sp.;;Pieridae;Lep;;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Pontia;protodice (B. & LeC.);Pieridae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Synchloe check syn;callidice (Hubner);Pieridae;Lep;;Neotrop;Mexico (Ramos & Pino Moreno 2002);see Pontia callidice this a Pal. sp. ? P. protodice;larva
Psychidae gen.;;Psychidae;Lep;;Neotrop;Mexico (DeFoliart 2002);;bagworm tea
Laniifera;cyclades (Druce);Pyralidae;Lep;;Neotrop;"Mexico (Ramos 2006, Ramos et al
1998 2007 2011, DeFoliart 2002)";;larva
Myelobia (Morpheis);smerintha Hubner;Pyralidae;Lep;;Neotrop;Brazil (Costa Neto & Ramos 2006);;larva
Actias;luna (L.);Saturniidae;Lep;;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Actias;"truncatipennis
(Sonthonnax)";Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Antheraea;polyphemus (Cramer);Saturniidae;Lep;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";;larva pupa
Antheraea;"polyphemus mexicana
Hoffmann";Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Arsenura;armida (Cramer);Saturniidae;Lep;;Neotrop;Mexico (DeFoliart 2002, Ramos et al;;larva
Arsenura;polyodonta (Jordan);Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Caio;championi (Druce);Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Caio;richardsoni (Druce);Saturniidae;Lep;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";"syn Arsenura richardsoni
Druce";larva pupa
Callosamia;promethea Drury;Saturniidae;Lep;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";M;larva pupa
Eacles;"aff. ormondei
yacatanensis (Lemaire)";Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Eacles sp.;;Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Hemileuca sp.;;Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Hyalophora sp.;;Saturniidae;Lep;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";;larva pupa
Hylesia;coinopus Dyar;Saturniidae;Lep;;Neotrop;"Mexico (Ramos & Pino Moreno
2002, Ramos et al 2011)";;larva pupa
Hylesia;frigida Schaus;Saturniidae;Lep;;Neotrop;"Mexico (DeFoliart 2002, Ramos et al
2011)";;larva pupa
Hylesia sp.;;Saturniidae;Lep;;Neotrop;Mexico (DeFoliart 2002, Ramos et al;;larva
Latebraria;amphipyroides Guenée;Saturniidae;Lep;;Neotrop;Mexico (DeFoliart 2002);;larva
Paradirphia;fumosa (Felder);Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Paradirphia;hoegei (Druce);Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Pseudodirphia;mexicana (Bouvier);Saturniidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;adult
Saturniidae gen.;;Saturniidae;Lep;;Neotrop;Colombia (DeFoliart 2002);;larva
Synanthedon;cardinalis (Dampf);Sesiidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;
Cocytius;antaeus (Drury);Sphingidae;Lep;;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Erinnyis;ello (L.);Sphingidae;Lep;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Hyles;lineata (F.);Sphingidae;Lep;;Neotrop;Mexico (DeFoliart 2002);;larva
Manduca;sexta (L.);Sphingidae;Lep;;Neotrop;"Mexico (Ramos & Pino Moreno
2002, Ramos et al 2011)";;larva adult
Manduca sp.;;Sphingidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva adult
Pachilia;ficus (L.);Sphingidae;Lep;;Neotrop;Mexico (Ramos et al 2011);;larva
Sphingidae gen.;;Sphingidae;Lep;;Neotrop;Colombia (DeFoliart 2002);;larva
Corydalus;cornutus (L.);Corydalidae;Megalopter;eastern dobson fly;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Corydalus sp.;;Corydalidae;"Megalopter
a";dobsonflies;Neotrop;"Colombia Mexico (Ramos et al
1998, DeFoliart 2002) Venezuela";;larva
Aeschna sp.;;Aeschnidae;Odonata;;Neotrop;Mexico (Ramos et al 1998);;nymph
Anax sp.;;Aeschnidae;Odonata;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Coryphaeschna;adnexa (Hagen);Aeschnidae;Odonata;;Neotrop;Ecuador (Onore 2005);;larva
Rhionaeschna;brevifrons (Hagen);Aeschnidae;Odonata;;Neotrop;Ecuador (Onore 2005);;larva
Rhionaeschna;marchali (Rambur);Aeschnidae;Odonata;;Neotrop;Ecuador (Onore 2005);;larva
Rhionaeschna;multicolor (Hagen);Aeschnidae;Odonata;;Neotrop;Mexico (Ramos et al 1998);;nymph
Rhionaeschna;peralta (Ris);Aeschnidae;Odonata;;Neotrop;Ecuador (Onore 2005);;larva
Argia sp.;;Coenagrionidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Lauromacromia;dubitalis (Fraser);Corduliidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Agriogomphus sp.;;Gomphidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Progomphus sp.;;Gomphidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Zonophora sp.;;Gomphidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Brechmorhoga sp.;;Libellulidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Dasythemis sp.;;Libellulidae;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Oxystigma sp.;;Megapodagrionida;Odonata;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Abracris;flavolineata (DeGeer);Acrididae;Orth;;Neotrop;Colombia Mexico (DeFoliart 2002);syn Osmilia flavolineata;
Abracris sp.;;Acrididae;Orth;;Neotrop;"Colombia Venezuela (Ruddle 1973,
DeFoliart 2002)";syn Osmilia;nymph adult
Aidemona;azteca (Saussure);Acrididae;Orth;;Neotrop;Colombia (DeFoliart 2002);;nymph adult
Arphia;fallax Saussure;Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);;nymph adult
Boopedon;flaviventris Bruner;Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);;nymph adult
Boopedon;sp. af. flaviventris Bruner;Acrididae;Orth;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Encoptolophus;herbaceus Bruner syn;Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);see E. otomitus;nymph adult
Encoptolophus;otomitus (Saussure);Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);"syn Encoptolophus
herbaceus Bruner";nymph adult
Melanoplus;femurrubrum (DeGeer);Acrididae;Orth;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Melanoplus;mexicanus (Sauss.);Acrididae;Orth;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Melanoplus;sumichrasti (Saussure);Acrididae;Orth;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";;nymph adult
Melanoplus sp.;;Acrididae;Orth;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Ochrotettix;cer. salinus Bruner;Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);;nymph adult
Opeia sp.;;Acrididae;Orth;;Neotrop;Mexico (Ramos et al 1998);;nymph adult
Orphula;azteca (Saussure);Acrididae;Orth;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";;nymph adult
Orphulella sp.;;Acrididae;Orth;;Neotrop;Colombia (DeFoliart 2002);;nymph adult
Osmilia syn;flavolineata DeGeer;Acrididae;Orth;;Neotrop;Colombia (DeFoliart 2002);see Abracris flavolineata;
Osmilia sp. syn;;Acrididae;Orth;;Neotrop;Colombia Venezuela (Ruddle 1973);see Abracris;
Plectrotetra syn;nobilis Walk.;Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);see Rhammatocerus viatorius viatorius (Sauss.);nymph adult
Rhammatocerus;nobilis Walk. syn;Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);see Rhammatocerus viatorius viatorius (Sauss.);nymph adult
Rhammatocerus;schistocercoides (Rhen);Acrididae;Orth;;Neotrop;Brazil (Costa Neto & Ramos 2006);;nymph adult
Rhammatocerus;"viatorius viatorius
(Sauss.)";Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);"syn Plectrotettix nobilis
Wlk.";nymph adult
Rhammatocerus sp.;;Acrididae;Orth;;Neotrop;Brazil (Costa Neto & Ramos 2006);;nymph
Schistocerca;"cancellata
cancellata(Serv.)";Acrididae;Orth;;Neotrop;"South America (DeFoliart 2002)
Argentina (Loiácono et al 2016)";;nymph adult
Schistocerca;"cancellata
paranensis(Serv.)";Acrididae;Orth;;Neotrop;"South America Mexico (DeFoliart
2002)";;
Schistocerca;nitens (Thunberg);Acrididae;Orth;;Neotrop;Mexico (Ramos & Pino Moreno 2002);M syn Schistocerca vaga vaga;nymph adult
Schistocerca sp.;;Acrididae;Orth;;Neotrop;"South America Mexico (Ramos et al 1998, DeFoliart 2002, Ruddle 1973)
Ecuador (Onore 2005) Argentina";;nymph adult
Schistocerca;vaga vaga (Scudder) syn;Acrididae;Orth;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";see S. nitens;nymph adult
Spharagemon;equale (Say);Acrididae;Orth;;Neotrop;Mexico (DeFoliart 2002);;nymph adult
Trimerotropis sp.;;Acrididae;Orth;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Tropidacris;cristata (L.);Acrididae;Orth;;Neotrop;Colombia Venezuela (Ruddle 1973);"syn Tropidacris latreillei
)(Perty)";
Tropidacris;latreillei (Perty) syn;Acrididae;Orth;;Neotrop;Colombia Venezuela (Ruddle 1973);see Tropidacris cristata (L.);
Xanthippus;corallipes (Haldeman);Acrididae;Orth;;Neotrop;Mexico (Ramos et al 1998) West;;
Acheta;domesticus (L.);Gryllidae;Orth;"European house
cricket";Neotrop;Mexico (Ramos 2009);;
Gryllus;assimilis (F.);Gryllidae;Orth;;Neotrop;Mexico (Ramos 2009);;
Gryllidae gen.;;Gryllidae;Orth;;Neotrop;Mexico (DeFoliart 2002);;
Gryllotalpidae gen.;;Gryllotalpidae;Orth;;Neotrop;Mexico (DeFoliart 2002);;
Sphenarium;borrei Bolivar;Pyrgomorphidae;Orth;;Neotrop;Mexico (Ramos et al 2012);;
Sphenarium;"macrophallicum Kevan &
Boyle";Pyrgomorphidae;Orth;;Neotrop;Mexico (Pino Moreno et al 2016);;nymp adult
Sphenarium;magnum Marquez syn;Pyrgomorphidae;Orth;;Neotrop;Mexico (DeFoliart 2002);see S. histrio magnum;nymph adult
Sphenarium;mexicanum histrio Gerst.;Pyrgomorphidae;Orth;;Neotrop;"Mexico (Ramos et al 1998, DeFoliart
2002)";;nymph adult
Sphenarium;"mexicanum mexicanum
Sauss.";Pyrgomorphidae;Orth;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";M;nymph adult
Sphenarium;purpurascens Charp.;Pyrgomorphidae;Orth;;Neotrop;"Mexico (Ramos 2006, Ramos et al
1998, DeFoliart 2002, Cerritos 2009,";;nymph adult
Sphenarium sp.;;Pyrgomorphidae;Orth;;Neotrop;"Mexico (Ramos 2006, Ramos et al
1998, DeFoliart 2002)";;nymph adult
Chromacris;colorata (Serville);Romaleidae;Orth;;Neotrop;"Mexico (DeFoliart 2002, Ramos et al
2008)";;nymph adult
Lophacris syn;;Romaleidae;Orth;;Neotrop;Brazil (Costa Neto & Ramos 2006);see Titanacris;adult
Romalea;colorata (Serville) syn;Romaleidae;Orth;;Neotrop;Mexico (DeFoliart 2002);see Chromacris colorata;nymph adult
Romalea sp.;;Romaleidae;Orth;;Neotrop;Mexico (DeFoliart 2002);;nymph adult
Taeniopoda;auricornis (Walker);Romaleidae;Orth;;Neotrop;Mexico (Ramos & Pino Moreno;;
Taeniopoda;bicristata Bruner.;Romaleidae;Orth;;Neotrop;Mexico (Ramos et al 2008);;adult
Taeniopoda sp.;;Romaleidae;Orth;;Neotrop;"Mexico (DeFoliart 2002, Ramos &
Pino Moreno 2002)";;nymph adult
Titanacris;albipes (De Geer);Romaleidae;Orth;;Neotrop;Brazil (Costa Neto & Ramos 2006);;adult
Titanacris sp.;;Romaleidae;Orth;;Neotrop;Brazil (Costa Neto & Ramos 2006);syn Lophacris;adult
Tropidacris;collaris (Stoll);Romaleidae;Orth;;Neotrop;Brazil (Costa Neto & Ramos 2006);;adult
Tropidacris;cristata cristata (L.);Romaleidae;Orth;;Neotrop;Colombia (DeFoliart 2002);;nymph adult
Tropidacris;cristata latreillei (Perty);Romaleidae;Orth;;Neotrop;Colombia (DeFoliart 2005);;
Tropinotus;mexicanus Brunner syn;Romaleidae;Orth;;Neotrop;Mexico (DeFoliart 2002);see Xyleus discoideus mexicanus;nymph adult
Xyleus;"discoideus mexicanus
(Bruner)";Romaleidae;Orth;;Neotrop;Mexico (DeFoliart 2002);"syn Tropinotus mexicanus
Bruner";nymph adult
Stenopelmatus sp.;;Stenopelmatidae;Orth;;Neotrop;Mexico (Ramos & Pino Moreno;M;adult
Conocephalus;angustifrons (Redt.);Tettigoniidae;Orth;;Neotrop;"Colombia Venezuela (Ruddle 1973,
DeFoliart 2002)";;nymph adult
Conocephalus;cinereus Thun.;Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 2008);;nymph adult
Conocephalus;ictus (Scud.);Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 2008);;nymph adult
Idiarthron;subquadratum S. & P.;Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 2012);;
Microcentrum sp.;;Tettigoniidae;Orth;;Neotrop;Mexico (DeFoliart 2002);;nymph adult
Microcentrum;totonacum (Sauss.);Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 2008);;nymph adult
Neoconocephalus;triops (L.);Tettigoniidae;Orth;"Broad-tipped
conehead";Neotrop;"Mexico (Ramos & Pino Moreno
2002, Ramos et al 2012)";;nymph adult
Petaloptera;zendala Saussure;Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 1998);;nymph adult
Pyrgocorypha sp.;;Tettigoniidae;Orth;;Neotrop;"Mexico (Ramos & Pino Moreno
2002)";;nymph adult
Scudderia;mexicana (Sauss.);Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 2008);;nymph adult
Stilpnochlora;azteca (Saussure);Tettigoniidae;Orth;;Neotrop;"Mexico (Ramos et al 1998, Ramos &
Pino Moreno 2002)";;nymph adult
Stilpnochlora;quadrata (Scud.);Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 2008);;nymph adult
Stilpnochlora;thoracica (Serville);Tettigoniidae;Orth;;Neotrop;Mexico (Ramos et al 1998);;nymph adult
Bacteria sp.;;Diapheromeridae;Phasmida;;Neotrop;Mexico (Ramos et al 2008);;adult
Pediculus;humanus L.;Pediculidae;Phthirapter;;Neotrop;Brazil (Costa Neto & Ramos 2006);;adult
Pediculus sp.;;Pediculidae;"Phthirapter
a";;Neotrop;"Brazil (Costa Neto & Ramos 2006)
Argentina (Loiácono et al 2016)";;adult
Metylophorus;barretti (Banks);Psocidae;Psocopter;;Neotrop;Mexico (Ramos et al 2007);;adult
Phylloicus sp.;;Calamoceratidae;Trich;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Leptonema sp.;;Hydropsychidae;Trich;;Neotrop;"Colombia Mexico (DeFoliart 2002)
Venezuela (Araujo & Beserra 2007,";;larva
Oecetis;disjuncta (Banks);Leptoceridae;Trich;;Neotrop;Mexico (Ramos & Pino Moreno;;larva
Triplectides sp.;;Leptoceridae;Trich;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Marilia sp.;;Odontoceridae;Trich;;Neotrop;Venezuela (Araújo & Beserra 2007);;larva
Araneus sp.;;Araneidae;Araneae;;Or;Indonesia (Healy & Florey 2003);;
Nephila;antipodiana (Walck.);Nephilidae;Araneae;;Or;Thailand (Bristowe 1932);syn N. imperialis Dolesch.;adult
Nephila;clavata Koch;Nephilidae;Araneae;"strped, giant orb
weaver";Or;"India (Meyer-Rochow & Changkija
1997)";;
Nephila;pilipes (F.);Nephilidae;Araneae;;Or;Thailand (Bristowe 1932);syn N. maculata F.;adult
Haplopelma;albostriatum (Simon);Theraphosidae;Araneae;Thai zebra tarantula;Or;Cambodia (Yen et al 2013);syn Melopoaeus;
Haplopelma sp.;;Theraphosidae;Araneae;spider;Or;Laos (Yhoung-Aree et al 2005);syn Melopoaeus;adult
Heteropodidae gen.;;Heteropodidae;Araneae;huntsman spider;Or;Indonesia (Healey & Florey 2003);;
Melopoaeus sp. syn;;Theraphosidae;Araneae;spider;Or;Laos (Yhoung-Aree et al 2005);see Haplopelma;adult
Xestobium sp.;;Anobidae;Col;knock beetle;Or;India (Singh et al 2007);;larva adult
Buprestis sp.;;Buprestidae;Col;jewel beetle;Or;Thailand (DeFoliart 2002);;adult
Chrysobothris;"femorata (Olivier) check
Nearct";Buprestidae;Col;"flat heades apple
borer";Or;Thailand (DeFoliart 2002);;larva adult
Chrysochroa sp.;;Buprestidae;Col;jewel beetle;Or;Malaysia, Sabah (Chung et al 2002);;larva
Sternocera;aequisignata Saund.;Buprestidae;Col;jewel beetle;Or;"Thailand (DeFoliart 2002,
Hanboonsong et al 2000,";;adult
Sternocera;ruficornis Saund.;Buprestidae;Col;jewel beetle;Or;Thailand (Hanboonsong et al 2000,;;
Sternocera;sternicornis (L.);Buprestidae;Col;jewel beetle;Or;India (Singh et al 2007a);;
Sternocera sp.;;Buprestidae;Col;jewel beetle;Or;Thailand (DeFoliart 2002) India;;adult
Acanthophorus;serraticornis (Oliv.);Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Aegosoma;sinicum (White);Cerambycidae;Col;;Or;India (Sangma et al 2016);;adult
Aeolesthus sp.;;Cerambycidae;Col;;Or;Thailand (Hanboonsong et al 2000,;;
Anomophysis;inscripta (Waterhouse);Cerambycidae;Col;;Or;India (Singh et al 2007a);syn Macrotoma crenata;
Anoplophora sp.;;Cerambycidae;Col;;Or;India (Singh et al 2007);;adult larva
Aphrodisium;gibbicolle (White);Cerambycidae;Col;;Or;India (Sangma et al 2016);;adult
Apriona;germari (Hope);Cerambycidae;Col;"Mulberry longhorn
beetle";Or;"Thailand Vietnam (Hanboonsong et
al 2000, DeFoliart 2002, Cerritos";;larva adult
Aristobia;approximator (Thomson);Cerambycidae;Col;;Or;Thailand (Hanboomsong 2010);;
Aristobia sp.;;Cerambycidae;Col;;Or;India (Chakravorty et al 2011);;adult
Batocera;davidis Deyrolle;Cerambycidae;Col;;Or;India (Sangma et al 2016);;adult
Batocera;gigas (Drap.);Cerambycidae;Col;;Or;Indonesia (Meer, v.d. Mohr 1965);;
Batocera;numitor Newman;Cerambycidae;Col;"Mango-tree
longicorn borer";Or;Philippines (DeFoliart 2002);;larva
Batocera;parryi (Hope);Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Batocera;roylei Hope;Cerambycidae;Col;;Or;India (Chakravorty et al 2011, 2013);;larva adult
Batocera;rubra Linsley? syn;Cerambycidae;Col;;Or;India (Meyer-Rochow & Changkija 1997);see Batocera rufomaculata (De Geer);
Batocera;rubus (L.);Cerambycidae;Col;;Or;"Indonesia India Sri Lanka (DeFoliart
2002) Laos (Yhoung-Aree et al";;larva
Batocera;rufomaculata (De Geer);Cerambycidae;Col;;Or;India (Meyer-Rochow & Changkija;syn Batocera rubra;
Batocera;tigris (Voet);Cerambycidae;Col;;Or;Indonesia (Roepke 1951);"syn Batocera hector
Thomson";
Batocera sp.;;Cerambycidae;Col;;Or;"Indonesia (Chung 2003, 2010)
Malaysia, Sabah (Chung et al 2002)";;larva
Celosterna;scabrator (F.);Cerambycidae;Col;"Babul-root boring
longicorn";Or;India (DeFoliart 2002);;
Celosterna sp.;;Cerambycidae;Col;;Or;India (DeFoliart 2002);;
Diastocera;wallichii Hope;Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Dorysthenes;buqueti (Guérin-M.);Cerambycidae;Col;;Or;"Thailand (Utsunomiya & Matsumoto 1999, Hanboonsong et al 2000,
Hanboonsong 2010) India (Singh et";syn Lophosternus buqueti;adult
Dorysthenes;granulosus (Thomson);Cerambycidae;Col;;Or;Thailand (Utsunomiya & Masumotoo;;adult
Dorysthenes;montanus (Guérin-M.);Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Dorysthenes;walkeri (Waterhouse);Cerambycidae;Col;;Or;Thailand (Utsunomiya & Masumoto;;adult
Glenea;cantor obesa (Thoms.);Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Hoplocerambyx;spinicornis (Newman);Cerambycidae;Col;Sal heartwood borer;Or;Malaysia (DeFoliart 2002) India;;larva
Hoplocerambyx sp.;;Cerambycidae;Col;;Or;India (Singh et al 2007);;adult
Lophosternus syn;buqueti Guérin-M.;Cerambycidae;Col;;Or;India (Singh et al 2007a);see Dorysthenus buqueti;
Macrochenus;guerinii (White);Cerambycidae;Col;;Or;India (Sangma et al 2016);syn Macrochenus isabellinus Aurivillius;adult
Macrochenus;isabellinus Aurivillius syn;Cerambycidae;Col;;Or;India (Sangma et al 2016);"see Macrochenus guerinii
(White)";adult
Macrotoma;crenata Newman syn;Cerambycidae;Col;;Or;India (Singh et al 2007a);see Anomophysis inscripta (Waterhouse);
Macrotoma;fisheri (Waterhouse) syn;Cerambycidae;Col;;Or;"Thailand (Utsunomiya & Masumoto
1999)";"see M. pascoei
(Lansberge)";adult
Macrotoma;pascoei (Lansberge);Cerambycidae;Col;;Or;"Thailand (Utsunomiya & Masumoto
1999)";"syn M. fisheri
(Waterhouse)";adult
Macrotoma sp.;;Cerambycidae;Col;;Or;Malaysia, Sabah (Chung et al 2002);;larva
Neocerambyx;paris (Wiedemann);Cerambycidae;Col;;Or;India (DeFoliart 2002);;
Neoplocaederus;obesus (Gahan);Cerambycidae;Col;;Or;Thailand (Hanboonsong et al 2000,;syn Plocaderus;
Neoplocaederus;ruficornis (Newman);Cerambycidae;Col;;Or;Thailand (Hanboonsong et al 2000,;syn Plocaderus;
Nupserha;fricator (Dalm.);Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Oplatocera sp.;;Cerambycidae;Col;;Or;India (Chakravorty et al 2011);;adult
Plocaderus syn;;Cerambycidae;Col;;Or;Thailand (Hanboonsong 2010);see Neoplocaderus;
Pseudonemophas;versteegii (Ritsema);Cerambycidae;Col;;Or;India (Chakravorty et al 2011);"syn Monochamus
versteegii";adult
Rhaphipodus sp.;;Cerambycidae;Col;;Or;Malaysia, Sabah (Chung et al 2002);;larva
Stromatium;barbatum F.;Cerambycidae;Col;Kulsi Teak borer;Or;India (Singh et al 2007a);;
Stromatium;longicorne (Newman);Cerambycidae;Col;;Or;India (Sangma et al 2016);;adult
Threnetica;lacrymans (Thoms.);Cerambycidae;Col;;Or;Laos (Yhoung-Aree et al 2005);;
Xylorhiza sp.;;Cerambycidae;Col;;Or;India (Chakravorty et al 2011);;larva
Xylotrechus;quadripes Chevrolat;Cerambycidae;Col;Coffee-borer;Or;India (Singh et al 2007);;
Xylotrechus;smei (Lap. & Gory);Cerambycidae;Col;;Or;India (Singh et al 2007a);;
Xystrocera;globosa (Oliv.);Cerambycidae;Col;"monkeypod
roundheaded borer";Or;"India (DeFoliart 2002, Sangma et al
2016))";;adult
Xystrocera sp.;;Cerambycidae;Col;;Or;India (DeFoliart 2002);;
Aplosonyx;albicornis Wiedemann;Chrysomelidae;Col;;Or;Malaysia, Sabah (Chung et al 2002);;larva
Aplosonyx;chalybaeus (Hope);Chrysomelidae;Col;;Or;India (Singh et al 2007a);;
Sagra;femorata (Drury);Chrysomelidae;Col;;Or;Laos (Yhoung-Aree et al 2005);;
Arrhines;hirtus Faust;Curculionidae;Col;;Or;Thailand (Hanboonsong et al 2000,;;
Arrhines sp.;;Curculionidae;Col;;Or;Thailand (Hanboonsong et al 2000,;;
Astycus;gestroi Marshall;Curculionidae;Col;;Or;Thailand (Hanboonsong et al 2000,;;
Balaninus;c-album Schoenherr;Curculionidae;Col;;Or;India (Meyer-Rochow & Changkia;check!;
Cnaphoscapus check;decoratus Faust;Curculionidae;Col;;Or;"Thailand (Hanboonsong et al 2000,
Hanboonsong 2010)";"? Anisomus decoratus
Roelofs";
Episomus;aurivilliusi Faust syn;Curculionidae;Col;;Or;"Thailand (Hanboonsong et al 2000,
Hanboonsong 2010)";see Episomus humeralis;
